Event Link,Date & Time,Event Name,Location,Event Description,Attendees,Hosted By,Category
https://www.meetup.com/singles-city/events/304429627/?recId=8f369eb6-44d5-42e7-8058-5b2da78f85d9&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-07T21:00:00-05:00,The Ultimate Mix & Mingle Pub Party!,"3185 Yonge street (just north of Lawrence avenue) 路 Toronto, ON","Hello everyone,
Please join us for a great night at this wonderful venue(Taverna Yiannis Greek Grill & Pub)conveniently located at Yonge & Lawrence; (literally right beside the subway with free parking on Lawrence and plenty of parking on Yonge street.)
*Including a funsocial party ice breaker game-fast and easy way to get to know everyone when you arrive
*Arrive between 9 pm and 9:30 to mix and mingleDancing shortly after that :)
*With hired DJ, all request music, dancing, expanded dance floor and disco lights just after 9:30 pm for those that want to dance the night away!
-Joined by my other social groups so we can anticipate an amazing turn out- feel free to invite your friends out too if you like :)
GOOD VIBES ONLY :)------
Event Details below:
Steve FlemmingOrganizer & Host------------Event Details:
The Ultimate Mix & Mingle Pub Party!
*Including a funsocial party ice breaker game-perfect to get to know everyone when you arriveThen just after 9:30 pm get ready to dance the nigh away to the very best of the 70s to 2000s (along with your great requests too)*Plenty of street parking on Lawrence and Yonge street*Also right beside the Yonge/Lawrence subway station- (North side Exit)-----------------------------
Event Fee: (Cash only at the door)10 dollars at the door (cash only please)or e transfer to steveflemming11@gmail.com*celebrate your birthday with us too if you like :)
Includes:Co-ordination of the event, Social Icebreaker Game, Mix & Mingle, All Request Dance Party, Amazing people who love to dance, Drinks Specials, Reserved Seating, Fabulous Service and Wonderful Dinner & Appetizer Menu too---------------------------------------",63,Steve,Entertainment
https://www.meetup.com/startup-valley-toronto/events/304755972/?recId=8f369eb6-44d5-42e7-8058-5b2da78f85d9&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-10T18:00:00-05:00,Startup Pitch & Networking Toronto (120 in-person),"1177 Queen Street East 路 Toronto, ON","Attention attendees!To register via Luma, usethis linkTo register via Eventbrite, usethis link
Warning:The meetup is not a platform for RSVP registration; for this, you need to followthis linkto purchase a registration ticket.The meetup is one of the platforms through which we offer participation in our events.
Hi there!
鈥嬸煔� Dear Participants! Join our event in Toronto!鈥婱eet and get acquainted with Tech & Business Proffesionals and Professionals and Industry-Leading Investors. . Pitch to the audience with your project and seize your chance to dive into the world of business, technology, and venture capital.
鈥嬸煉� Why You Can't-Miss It:鈥婨ngage with leading experts and founders in the Tech & Business, and top investors to gain deep insights and valuable networking.鈥婽his event is a must-attend for those looking to gain ideas, experience, and valuable connections.
鈥嬸煋� Present Your Startup in the Tech & Business:鈥婼howcase your startup in the Tech & Business! Email your pitch deck tocontact.us@startupvalley.cluband seize the opportunity to impress both the audience and investors!Also, you need to fill out theapplication to participate as a pitcher/speaker at the event
鈥嬸煉� We Welcome New Investors:We invite investors to our event to expand their network, get acquainted with new startups, evaluate them, provide their feedback, participate in discussions, and gain access to a database of new and promising startups from around the world.
If you're interested in attending our event as an investor, please register throughthis link
If you'd like access to a database of promising startup projects and additional benefits from Startup Valley, please fill out this application, and our team will contact you:this link
鈥嬸煄tartup Presentations in the Tech & Business and Expert Evaluations:鈥婼tartups from various industries, prepare for your moment of glory with a 5-minute presentation scheduled for 07:40 PM, followed by invaluable feedback from our panel of venture capitalists and angel investors.鈥嬧�婽he startup that is deemed ""Most Investment-Worthy"" will receive special recognition on our social media channels and will be featured in a newsletter for our investor base for consideration. 馃弳
鈥媁ho will you meet at the event:
鈥婻equirements to attendants:
鈥嬸煠漈he venue where we host our events is our partner. To continue hosting events at this location, please consider purchasing 1-2 drinks at the bar. Thank you.
Time:鈥婨vent time:6:00 -9:00 PM鈥婸itch time:7:40 - 8:20 PM
鈥嬸煄烰oin our event, and secure your ticket today!鉁�
鈥婼incerely,鈥婼tartup Valley Team",4,Nikita D.,Entertainment
https://www.meetup.com/agile-brigade/events/304259501/?recId=8f369eb6-44d5-42e7-8058-5b2da78f85d9&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-11T18:00:00-05:00,"Fear: Is it your friend, foe or both?",Online,"In a world that鈥檚 constantly evolving, fear and uncertainty are inevitable. Wouldn鈥檛 it be great if we could transform these feelings into powerful catalyst for growth? In this webinar, through compelling stories, thought-provoking prompts and series of techniques, attendees would learn strategies on how to reframe fear, manage stress and anxiety, and embrace change with confidence.
About the Speaker
Nawaz Butt is an Agile coach, facilitator, trainer, speaker and a blogger. He specializes in Scaling agile frameworks, digital transformation and Lean IT software development. Working as an Agile Coach he has mentored and coached teams on Agile values and principles across multiple industries and Government sector in South Asia, Far East, Middle East and North America.
Currently he's living in Toronto, Canada and engage as an Agile Coach at Canada Life. Nawaz is not only a social entrepreneur but also a very active member of agile Toronto community. He鈥檚 the founder of Durham鈥檚 region first agile meetup group 鈥淎gile Brigade鈥� Further a mentor at 鈥淗elping Others People Succeed鈥� and 鈥淒iscovering Agile Community鈥�
Join Zoom Meetinghttps://us02web.zoom.us/j/84255987578?pwd=3UdlKOknJ18h9FZdOkEX7OcY20I1Qb.1
Meeting ID: 842 5598 7578Passcode: 241659
---
One tap mobile+12042727920,,84255987578#,,,,*241659# Canada+14388097799,,84255987578#,,,,*241659# Canada
---
Dial by your location鈥� +1 204 272 7920 Canada鈥� +1 438 809 7799 Canada鈥� +1 587 328 1099 Canada鈥� +1 647 374 4685 Canada鈥� +1 647 558 0588 Canada鈥� +1 778 907 2071 Canada鈥� +1 780 666 0144 Canada鈥� +1 564 217 2000 US鈥� +1 646 931 3860 US鈥� +1 669 444 9171 US鈥� +1 669 900 6833 US (San Jose)鈥� +1 689 278 1000 US鈥� +1 719 359 4580 US鈥� +1 929 205 6099 US (New York)鈥� +1 253 205 0468 US鈥� +1 253 215 8782 US (Tacoma)鈥� +1 301 715 8592 US (Washington DC)鈥� +1 305 224 1968 US鈥� +1 309 205 3325 US鈥� +1 312 626 6799 US (Chicago)鈥� +1 346 248 7799 US (Houston)鈥� +1 360 209 5623 US鈥� +1 386 347 5053 US鈥� +1 507 473 4847 US
Meeting ID: 842 5598 7578Passcode: 241659
Find your local number: https://us02web.zoom.us/u/kbjkncDNm",33,nawaz b.,Entertainment
https://www.meetup.com/energetic-magic/events/304786046/?recId=8f369eb6-44d5-42e7-8058-5b2da78f85d9&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-31T13:00:00-05:00,"Release, Reset, and Reignite Your Magic for the New Year","Online 路 Toronto, ON","Click here to register to this event:https://energeticmagic.thrivecart.com/nye/
Imagine a year where you are free from every belief that held you back. Join us forRelease, Reset, and Reignite Your Magic for the New Year鈥攁 powerful experience with Shiraz, designed to help you break through mental barriers and step into a life of limitless possibilities. As you clear away the weight of 2024, you'll ignite a fresh sense of purpose, reclaim your energy, and prepare to reach heights you once only dreamed of.
### What You鈥檒l Gain:
1. Reignite Your Creative SpiritLet鈥檚 start 2025 with a clear mind and open heart. This is your chance to shed negativity and self-doubt and fuel your spirit with renewed energy. Step forward, ready to tackle your goals like never before!2. Remove Energy BlocksImagine moving forward without the mental blocks that have held you back. This event is your moment to remove self-doubt, transform limiting beliefs, and make space for a powerful new reality where success is yours to claim.3. Release Scarcity MindsetThink of a year where positivity fuels every action. Here, you鈥檒l unlock your potential to embrace abundance and seize opportunities that lead to profound personal and professional growth.
### Hear What Others Are Saying:
鈥淪hiraz鈥檚 ideas will change your life! He will inspire you with practical information!鈥濃�擪evin Harrington, Original Shark on the hit TV showShark Tank, Inventor of the infomercial ($6 Billion in Sales)
鈥淪hiraz is a person who inspires and leads others! His ideas are proven for producing results! Shiraz is on a mission to make a positive difference in the lives of others!鈥濃�擯atty Aubery, #1 NY Times Best-Selling Author:Chicken Soup for the Christian Soul, President of Jack Canfield Companies
鈥淪hiraz is a leader who serves others! He will inspire you with Championship ideas that are essential for winning at life!鈥濃�擩oe Theismann, Former NFL World Champion Quarterback and Football TV Commentator
鈥淪uch an inspired event. One moment last year inspired an entire new business, $4 million in sales, and a huge leap. Make time if you can; you鈥檒l be so glad.鈥濃�擳om Matzen, Founder, IconMaker Program, Featured in The Wall Street Journal, Forbes, Entrepreneur, and Success magazines
Click here to register to this event:https://energeticmagic.thrivecart.com/nye/
### Transform Your Reality with Shiraz!
MeetShiraz鈥攁ward-winning author, international speaker, and Reality Interventionist. For over a decade, he has helped countless individuals rewrite their stories with his powerful belief-shifting techniques. Step into 2025 free from negativity, fully empowered, and ready to create a life beyond your expectations.
A Legacy of TransformationThis is more than a workshop; it鈥檚 a life-changing experience. Walk away with newfound clarity, less stress, and unstoppable momentum. This is your year to rewrite your story鈥攔eserve your spot now and get ready to unleash unimaginable success!
Click here to register to this event:https://energeticmagic.thrivecart.com/nye/",103,Shiraz,Entertainment
https://www.meetup.com/north-york-galaxy-salsa-bachata-class-beginner-intermediate/events/304621555/?recId=8f369eb6-44d5-42e7-8058-5b2da78f85d9&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-07T19:00:00-05:00,Social Ballroom/Latin + Samba Class,"39 Glen Cameron Rd 路 Thornhill, ON","7.00pm-10.30pm Social Dance + Free Ballroom classThis event is ballroom and latin social
馃搷39 Glen Cameron Road, unit #1 Thornhill, Ontario
Cover fee: $15 at the door
We host Samba lesson
7.00pm-8.00pmInstructor:Alex Ionica
8.00pm-10.30pm Social Ballroom and Latin
Lesson + Social Dance: $15
647-504-9876",5,Galaxy,Entertainment
https://www.meetup.com/scranton-reiki-meetup-group/events/304406848/?recId=8f369eb6-44d5-42e7-8058-5b2da78f85d9&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-16T19:00:00-05:00,Full Moon Reiki Infused Guided Meditation,Online,"The full moon is the perfect time to set intentions and let go of things that no longer serve you.Bring your intention and let Renee guide you through a meditation to help you heal, release and relax as you find inspiration.All you need to do is be in a place with no distractions for 20 minutes. A headset is helpful but not necessary. Music with be provided during the session. No worries if you have not meditated before, Renee will help you to get centered so you can find deep relaxation and healing.",60,Renee A.,Entertainment
https://www.meetup.com/shutupandwritetoronto/events/304697602/?recId=8f369eb6-44d5-42e7-8058-5b2da78f85d9&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-11T18:30:00-05:00,Wednesdays Shut Up & Write!庐 at Balzac's - Reference Library,"789 Yonge St 路 Toronto, ON","Coworking for writers in your area!Join us for some focused writing time. All writers and all experience levels are welcome and don鈥檛 worry, no one will see what you've written. This session is about getting your writing done and meeting other writers in your area.
*NEW* we will be writing silently for for 75 minutes
SCHEDULE:6:25 PM: Arrive, find a chair, grab a beverage or snack, get your writing tools ready. I will put out a Shut Up & Write! table tent so we'll be easy to spot.6:35 PM: The 75 minute writing timer begins! There is something magical about writing with other people. All those creative sparks in the ether can be quite inspiring. Breathe it in.**If you arrive after 6:35, please silently have a seat. We'll welcome you at 7:50**7:50 PM: Time to get to know each other and hear about each other's writing projects, vent our frustrations (or share our joy!) about the writing life.If you don鈥檛 have time to stick around, no worries!
A note about the formatWe don鈥檛 host critiques or readings. These events are a safe space for writers of all skill levels and genres to work on their craft, so no one will read or critique your writing.
For our full event schedule, visit https://shutupwrite.com.
Other Important Details:WiFi name/password: WiFi is available, no password is required.Travel / Parking info:- 1min walk from Bloor-Yonge station- 5min walk from Bay station- For parking: https://en.parkopedia.ca/parking/yonge_bloor_toronto_on/?arriving=202311081930&leaving=202311082130Venue Guidelines: Please thank our hosts by purchasing something.",4,Sarah,Entertainment
https://www.meetup.com/toronto-bruce-trail-club/events/304652973/?recId=8f369eb6-44d5-42e7-8058-5b2da78f85d9&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-06T15:00:00-05:00,TBTC Club Day At MEC Downtown Toronto (Queen Street),"400 King Street West 路 Toronto, ON","MEC (Mountain Equipment Coop) will be hosting a club discount day for the Toronto Bruce Trail Club. This will be a chance to have an in-depth look at clothing and gear for Winter Hiking, Snowshoeing, and Cross Country Skiing with our leaders and members as a follow-up to our ""Winter Fun 101"" webinar on Thursday evening Dec 5th. A 15% discount on most purchases will apply - visit our club table in the store for details. Toronto Bruce Trail Club Hike Leaders and other TBTC volunteers will be available to provide information on the Bruce Trail, the Toronto Bruce Trail Club, and the club's activity programs including our 2025 Winter Coach Program newly updated to give our members more choices. Our volunteers will also be available help direct you to the gear that you require and/or the staff that assist you. If you're not a MEC member you can sign up (free) with purchase or on their website (mec.ca).",6,Tom and 2 others,Business
https://www.meetup.com/toronto-science-fiction-and-fantasy-writers-meetup/events/304907565/?recId=8f369eb6-44d5-42e7-8058-5b2da78f85d9&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-15T13:00:00-05:00,In-Person Writing Sprints,"101 College St 路 Toronto, ON","Struggling with motivation and focus as you hammer away on your manuscript at home? Want to join a community of writers as we embrace the joys and pains (mostly pains) of writing together?
Bring your laptop, pen & paper, old-school typewriter, or futuristic writing gadget, and join an enthusiastic community of science fiction and fantasy writers as we work on our current projects in the same space. The format will be similar to our online writing sprints: 30-minute blocks of focused, quiet writing time (the sprints), interspersed with breaks where we can chat, ask questions, and share our writing experiences.",3,Michelle,Entertainment
https://www.meetup.com/sufi-meditation-toronto/events/304834555/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-12T19:00:00-05:00,[in-person] Thursday Meditation - Yonge & Finch,"21 Hendon Avenue, North York 路 Toronto, on","Please join us in North York to meet with the representatives of the School of Sufi Teaching, Canada. They can answer any questions you may have about the meditation and practices. We will also sit in silent meditation as a group, so that you may have a first hand experience of the meditation on the heart.
Beginners are welcome.
Schedule:7:00-7:15pm Introduction for beginners7:15-7:50pm Silent Meditation (Muraqabah)7:50-8:00pm Q&A
We will meet at the ""Craft Room"" inside the Mel Lastman Place (21 Hendon Ave). The venue is accessible to residents of North York, Thornhill, Vaughan, Markham, Richmond Hill, Scarborough and Toronto.
We welcome individuals of all faiths and persuasions to come and hear about the path and practices and then sit in meditation to experience its effects and benefits.",8,Sufi S.,Entertainment
